100,0.003705287
500,0.026374342
1000,0.033197063
2000,0.084418832
3000,0.198662478
4000,0.17569278
5000,0.266048605
6000,0.411165955
7000,1.032096816
8000,0.731835047
9000,1.043578109
10000,1.240238807
20000,5.439098816
30000,12.504178177
40000,22.850399092
50000,36.083050337
60000,52.772861845
70000,72.277533453
80000,97.206613892
90000,129.792471935
100000,158.446901687
